MentalHealthDescription,MentalHealthNow,Anxiety,ControlWorrying,WorryingTooMuch,TrobleRelaxing,HardToSitStill,EasilyAnnoyed,Afraid,Stress,ShoppingToDrugStore,DeliveryServiceForGroceryOrDrug,FoodDelivery,ImpactsOnHealth,Household,Vunerable,CanadaPopHealth,WorldPopHealth,Overloading,CivilDisorder,MaintainingSocials,SuportAfterCrisis,SupportDuringCrisis,StressFromConfinement,Gender,CanadianCitizen,Age,Born,VERDATE
Good,Somewhat worse now,More than half the days,Several days,More than half the days,More than half the days,Not at all,Not at all,Several days,A bit stressful,Zero times,Zero Times,Zero Times,Very,Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,"Yes, Canadian citizen by naturalization",8,Born in Canada,DEC
Very Good,About the same,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all stressful,Daily or more to 3 times,1 to 3 times,1 to 3 times,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Male,"No, not Canadian citizen",0,Born in Canada,DEC
Fair,Much worse now,More than half the days,More than half the days,More than half the days,Nearly every day,Nearly every day,Nearly every day,More than half the days,Quite a bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Very,Very,Very,Very,Very,Extremely,Extremely,Somewhat,Very,Somewhat,Extremely,Female,"Yes, Canadian by birth",17,Born outside Canada,DEC
Excellent,About the same,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Not at all,Not at all,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Male,"Yes, Canadian citizen",0,Born in Canada,DEC
Excellent,About the same,Several Days,Not at all,Several days,Several days,Several days,Not at all,Several days,Not very stressful,Daily or more to 3 times,Zero Times,Zero Times,Extremely,Extremely,Extremely,Very,Very,Extremely,Extremely,Not at all,Somewhat,Somewhat,Not at all,Male,"Yes, Canadian citizen",5,Born in Canada,DEC
Good,Much worse now,Several Days,Several days,Several days,Several days,Several days,Several days,Several days,Quite a bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Very,Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Female,"Yes, Canadian citizen by naturalization",7,Born in Canada,DEC
Excellent,About the same,Several Days,Not at all,Not at all,More than half the days,Not at all,Several days,Not at all,Quite a bit stressful,Daily or more to 3 times,1 to 3 times,1 to 3 times,Somewhat,Somewhat,Extremely,Very,Somewhat,Extremely,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Male,"Yes, Canadian citizen",4,Born in Canada,DEC
Very Good,Somewhat better now,Several Days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very stressful,Zero times,1 to 3 times,Zero Times,Somewhat,Somewhat,Extremely,Very,Extremely,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Not at all,Female,"No, not Canadian citizen",1,Born in Canada,DEC
Very Good,Somewhat worse now,Several Days,Several days,Several days,Several days,Several days,Not at all,Several days,A bit stressful,Daily or more to 3 times,1 to 3 times,1 to 3 times,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Female,"No, not Canadian citizen",6,Born in Canada,DEC
Good,About the same,Several Days,Several days,Several days,Several days,Not at all,Several days,Not at all,A bit stressful,Zero times,1 to 3 times,Zero Times,Very,Not at all,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Very,Very,Very,Female,"Yes, Canadian citizen by naturalization",5,Born in Canada,DEC
Very Good,Somewhat worse now,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not very stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Female,"No, not Canadian citizen",1,Born in Canada,DEC
Excellent,Somewhat better now,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,"Yes, Canadian citizen",1,Born in Canada,DEC
Fair,Somewhat worse now,More than half the days,Nearly every day,More than half the days,Nearly every day,Several days,More than half the days,Several days,Quite a bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Very,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Very,Very,Very,Female,"Yes, Canadian by birth",14,Born outside Canada,DEC
Very Good,About the same,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A bit stressful,Zero times,1 to 3 times,Zero Times,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Not at all,Somewhat,Male,"No, not Canadian citizen",0,Born in Canada,DEC
Very Good,About the same,Several Days,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Not very stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Not at all,Somewhat,Somewhat,Very,Very,Not at all,Somewhat,Somewhat,Not at all,Not at all,Male,"No, not Canadian citizen",3,Born in Canada,DEC
Very Good,About the same,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Female,"No, not Canadian citizen",0,Born in Canada,DEC
Fair,Somewhat worse now,Several Days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,A bit stressful,Zero times,Zero Times,1 to 3 times,Very,Very,Extremely,Very,Very,Extremely,Not at all,Not at all,Somewhat,Not at all,Not at all,Female,"Yes, Canadian by birth",3,Born in Canada,DEC
Good,Somewhat worse now,Not at all,Several days,Several days,Several days,Not at all,Several days,Several days,A bit stressful,Zero times,Zero Times,1 to 3 times,Somewhat,Very,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,"Yes, Canadian citizen by naturalization",5,Born in Canada,DEC
Good,Somewhat worse now,Several Days,Several days,Several days,Several days,Not at all,Several days,More than half the days,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Very,Very,Extremely,Very,Very,Very,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Female,"Yes, Canadian citizen by naturalization",7,Born in Canada,DEC
Good,Somewhat worse now,Several Days,Several days,Several days,Several days,Not at all,Nearly every day,Several days,Quite a bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Extremely,Extremely,Extremely,Very,Very,Somewhat,Somewhat,Somewhat,Very,Very,Extremely,Female,"Yes, Canadian citizen by naturalization",8,Born in Canada,DEC
Fair,Somewhat worse now,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Quite a bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Somewhat,Somewhat,Very,Very,Extremely,Extremely,Somewhat,Very,Very,Very,Somewhat,Female,"Yes, Canadian by birth",21,Born outside Canada,DEC
Good,Much worse now,Nearly every day,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Nearly every day,Quite a bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Not at all,Somewhat,Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Very,Somewhat,Male,"Yes, Canadian citizen by naturalization",16,Born outside Canada,DEC
Very Good,About the same,Several Days,Not at all,Several days,Several days,Not at all,Not at all,Several days,A bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Very,Very,Very,Very,Very,Very,Extremely,Very,Very,Very,Very,Female,"No, not Canadian citizen",4,Born in Canada,JULY
Good,Somewhat worse now,Several Days,Several days,More than half the days,Nearly every day,Several days,More than half the days,Nearly every day,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Very,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Very,Somewhat,Female,"Yes, Canadian citizen by naturalization",13,Born outside Canada,JULY
Good,Somewhat better now,Several Days,Several days,Not at all,Not at all,Not at all,Several days,Not at all,Not very stressful,Zero times,Zero Times,1 to 3 times,Somewhat,Somewhat,Extremely,Very,Very,Very,Somewhat,Somewhat,Very,Very,Not at all,Female,"Yes, Canadian citizen by naturalization",3,Born in Canada,JULY
Good,About the same,Several Days,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Quite a bit stressful,Zero times,Zero Times,1 to 3 times,Somewhat,Very,Extremely,Very,Somewhat,Extremely,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Female,"Yes, Canadian citizen by naturalization",3,Born in Canada,JULY
Excellent,About the same,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Somewhat,Very,Very,Very,Very,Very,Somewhat,Somewhat,Very,Very,Male,"Yes, Canadian citizen",1,Born in Canada,JULY
Very Good,Somewhat worse now,Not at all,Several days,Several days,Several days,Several days,Several days,Not at all,A bit stressful,Daily or more to 3 times,1 to 3 times,1 to 3 times,Somewhat,Somewhat,Very,Very,Very,Somewhat,Not at all,Somewhat,Somewhat,Very,Somewhat,Female,"No, not Canadian citizen",5,Born in Canada,JULY
Good,Somewhat worse now,Several Days,Several days,Not at all,Several days,Several days,Several days,Not at all,A bit stressful,Zero times,Zero Times,Zero Times,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Not at all,Extremely,Not at all,Extremely,Female,"Yes, Canadian citizen by naturalization",5,Born in Canada,JULY
Very Good,Somewhat worse now,Several Days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Very,Very,Extremely,Very,Somewhat,Extremely,Very,Not at all,Somewhat,Not at all,Somewhat,Female,"No, not Canadian citizen",2,Born in Canada,JULY
Good,Somewhat better now,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not very stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Somewhat,Very,Very,Very,Extremely,Somewhat,Very,Somewhat,Somewhat,Not at all,Female,"Yes, Canadian citizen by naturalization",1,Born in Canada,JULY
Good,Somewhat worse now,Nearly every day,Nearly every day,Nearly every day,More than half the days,Several days,Not at all,Several days,Quite a bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Somewhat,Somewhat,Very,Very,Not at all,Male,"Yes, Canadian citizen by naturalization",13,Born outside Canada,JULY
Fair,Somewhat worse now,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,More than half the days,A bit stressful,Zero times,Zero Times,Zero Times,Somewhat,Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Female,"Yes, Canadian by birth",18,Born outside Canada,JULY
Good,About the same,More than half the days,More than half the days,More than half the days,More than half the days,Several days,Several days,Several days,A bit stressful,Daily or more to 3 times,1 to 3 times,1 to 3 times,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Very,Not at all,Female,"Yes, Canadian citizen by naturalization",11,Born outside Canada,JULY
Good,About the same,Several Days,Several days,Several days,More than half the days,Several days,Several days,Several days,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Somewhat,Extremely,Very,Somewhat,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Female,"Yes, Canadian citizen by naturalization",8,Born in Canada,JULY
Very Good,Somewhat worse now,More than half the days,More than half the days,More than half the days,More than half the days,Several days,Not at all,Several days,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Very,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Very,Very,Very,Female,"No, not Canadian citizen",10,Born outside Canada,JULY
Excellent,About the same,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very stressful,Daily or more to 3 times,Zero Times,Zero Times,Not at all,Not at all,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,"Yes, Canadian citizen",0,Born in Canada,JULY
Good,About the same,Several Days,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not very stressful,Daily or more to 3 times,Zero Times,Zero Times,Not at all,Not at all,Very,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Male,"Yes, Canadian citizen by naturalization",4,Born in Canada,JULY
Excellent,Somewhat better now,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Very,Not at all,Very,Somewhat,Very,Very,Not at all,Somewhat,Not at all,Not at all,Male,"Yes, Canadian citizen",0,Born in Canada,JULY
Fair,Somewhat worse now,More than half the days,Several days,Several days,More than half the days,Not at all,More than half the days,Not at all,Quite a bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Not at all,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Not at all,Male,"Yes, Canadian by birth",8,Born in Canada,JULY
Good,Somewhat worse now,Several Days,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Quite a bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Somewhat,Somewhat,Male,"Yes, Canadian citizen by naturalization",3,Born in Canada,JULY
Very Good,Somewhat worse now,More than half the days,Several days,Several days,Several days,Not at all,Several days,Several days,Quite a bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Female,"No, not Canadian citizen",7,Born in Canada,JULY
Excellent,About the same,Not at all,Not at all,Several days,More than half the days,Several days,More than half the days,More than half the days,A bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Extremely,Extremely,Extremely,Very,Extremely,Very,Extremely,Extremely,Very,Very,Extremely,Male,"Yes, Canadian citizen",8,Born in Canada,JULY
Good,Somewhat better now,Not at all,Several days,Several days,Not at all,Not at all,Several days,Several days,A bit stressful,Zero times,1 to 3 times,Zero Times,Somewhat,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Female,"Yes, Canadian citizen by naturalization",4,Born in Canada,JULY
Fair,Somewhat worse now,Several Days,Several days,Several days,Several days,More than half the days,More than half the days,Not at all,A bit stressful,Daily or more to 3 times,Zero Times,Zero Times,Somewhat,Not at all,Somewhat,Not at all,Not at all,Not at all,Somewhat,Extremely,Somewhat,Somewhat,Extremely,Male,"Yes, Canadian by birth",8,Born in Canada,JULY
Good,Somewhat worse now,Several Days,Several days,Several days,Several days,Several days,Several days,Several days,A bit stressful,Daily or more to 3 times,Zero Times,1 to 3 times,Somewhat,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Female,"Yes, Canadian citizen by naturalization",7,Born in Canada,JULY
